Soort;Code;Naam;Omschrijving;Begindatum;Einddatum;Parent;Informatiedomein
PROVINCIE;ZH;Zuid-Holland;;;;;Vastgoed
PUBLICATIECONTRACTVORM;CAM;Campuscontract;VERVALLEN;;28-7-2023;;Woonruimteverdeling
PUBLICATIECONTRACTVORM;DOE;Doelgroepcontract;VERVALLEN;;28-7-2023;;Woonruimteverdeling
PUBLICATIECONTRACTVORM;JON;Jongerencontract;VERVALLEN;;28-7-2023;;Woonruimteverdeling
PUBLICATIECONTRACTVORM;KGA;Koopgarant;VERVALLEN;;28-7-2023;;Woonruimteverdeling
PUBLICATIECONTRACTVORM;MGE;MGE constructie;VERVALLEN;;28-7-2023;;Woonruimteverdeling
PUBLICATIECONTRACTVORM;ONB;Onbepaalde tijd contract;VERVALLEN;;28-7-2023;;Woonruimteverdeling
PUBLICATIECONTRACTVORM;TIJ;Tijdelijk contract;VERVALLEN;;28-7-2023;;Woonruimteverdeling
PUBLICATIECONTRACTVORM;TWO;Te Woon / Vrije keuze;VERVALLEN;;28-7-2023;;Woonruimteverdeling
PUBLICATIECONTRACTVORM;UIT;Is onderdeel uitpondproject;VERVALLEN;;28-7-2023;;Woonruimteverdeling
PUBLICATIEDETAILMODEL;LEE;Leefstijl;Eenheden in kwetsbare buurten waarbij leefstijl een belangrijke factor speelt.;;;PUBLICATIEMODEL.AAN;Woonruimteverdeling
PUBLICATIEDETAILMODEL;LOT;Loting;Binnen het aanbodmodel wordt geloot nadat eerst een selectie heeft plaatsgevonden.;;;PUBLICATIEMODEL.AAN;Woonruimteverdeling
PUBLICATIEDETAILMODEL;OMK;Omklapcontract;Ccontract dat de eerste periode, bijv. een jaar, op naam van een zorgaanbieder of begeleidende instantie staat, die de woning doorverhuurt aan een kandidaat die moet leren zelfstandig te wonen: als dit goed uitpakt wordt het contract omgeklapt, d.w.z. komt het op zijn eigen naam te staan.;;;PUBLICATIEMODEL.DIS;Woonruimteverdeling
PUBLICATIEDETAILMODEL;SNE;Snelzoek;Eenheden voor huishoudens die snel een woning nodig hebben en daar geen eisen aan stellen.;;;PUBLICATIEMODEL.LOT;Woonruimteverdeling
PUBLICATIEDETAILSTATUS;BES;Woning krijgt andere bestemming;Woning krijgt andere bestemming.;;;PUBLICATIESTATUS.ING;Woonruimteverdeling
PUBLICATIEDETAILSTATUS;GTW;Geen toewijzing;Geen toewijzing;;;PUBLICATIESTATUS.AFG;Woonruimteverdeling
PUBLICATIEDETAILSTATUS;HAN;Woning wordt handmatig bemiddeld;Woning wordt handmatig bemiddeld.;;;PUBLICATIESTATUS.ING;Woonruimteverdeling
PUBLICATIEDETAILSTATUS;HUU;Verhuurd onder voorbehoud;Verhuurd onder voorbehoud;;;PUBLICATIESTATUS.GEP;Woonruimteverdeling
PUBLICATIEDETAILSTATUS;ING;Huuropzegging is ingetrokken;Huuropzegging is ingetrokken.;;;PUBLICATIESTATUS.ING;Woonruimteverdeling
PUBLICATIEDETAILSTATUS;KOO;Verkocht onder voorbehoud;Verkocht onder voorbehoud;;;PUBLICATIESTATUS.GEP;Woonruimteverdeling
PUBLICATIEDETAILSTATUS;OND;Onder bod;Onder bod;;;PUBLICATIESTATUS.GEP;Woonruimteverdeling
PUBLICATIEDETAILSTATUS;ONJ;Publicatie met onjuiste gegevens;Publicatie met onjuiste gegevens.;;;PUBLICATIESTATUS.ING;Woonruimteverdeling
PUBLICATIEDETAILSTATUS;OOP;Onder optie;Onder optie;;;PUBLICATIESTATUS.GEP;Woonruimteverdeling
PUBLICATIEDETAILSTATUS;REN;Woning wordt gerenoveerd;Woning wordt gerenoveerd.;;;PUBLICATIESTATUS.ING;Woonruimteverdeling
PUBLICATIEDETAILSTATUS;TOE;Toegewezen;Toegewezen;;;PUBLICATIESTATUS.AFG;Woonruimteverdeling
PUBLICATIEDETAILSTATUS;UIT;Woning gaat uit exploitatie;Woning gaat uit exploitatie.;;;PUBLICATIESTATUS.ING;Woonruimteverdeling
PUBLICATIEINTAKEVORM;COO;Coöptatie;Medebewoners bepalen welke woningzoekende de eenheid krijgt.;;;PUBLICATIEMODEL.AAN;Woonruimteverdeling
PUBLICATIEINTAKEVORM;INT;Intakegesprek;Er vindt een intake gesprek plaats met de eigenaar van de woning.;;;PUBLICATIEMODEL.AAN;Woonruimteverdeling
PUBLICATIEINTAKEVORM;MOT;Motivatie;Toewijzing vindt plaats op basis van de beoordeling van een motivatiebrief of -gesprek.;;;PUBLICATIEMODEL.AAN;Woonruimteverdeling
PUBLICATIEINTAKEVORM;SOC;Sociale spelregels;Sociale spelregels bepalen welke woningzoekende de eenheid krijgt.;;;PUBLICATIEMODEL.AAN;Woonruimteverdeling
PUBLICATIEMODEL;AAN;Aanbodmodel;Vastgoed wordt aangeboden aan alle passende woningzoekenden. Deze kunnen vervolgens hun interesse aangeven voor het vastgoed en na toepassen van de spelregels krijgt de woningzoekende met de hoogste positie de eenheid aangeboden.;;;;Woonruimteverdeling
PUBLICATIEMODEL;DIS;Distributiemodel;Woningzoekenden worden direct gekoppeld aan een vrijgekomen eenheid op basis van een beslissing van de vastgoedeigenaar. (De Woningzoekende kan in dit geval ook een rechtspersoon zijn, die namens een woningzoekende acteert.);;;;Woonruimteverdeling
PUBLICATIEMODEL;EER;Eerste reageerder;Aanbieden vindt plaats op basis van volgorde van reageren. Wie het eerst reageert, staat bovenaan de lijst.;18-11-2022;;;Woonruimteverdeling
PUBLICATIEMODEL;LOT;Lotingmodel;Vastgoed wordt verloot onder geïnteresseerde woningzoekenden. Hierbij kan ook sprake zijn van 'gewogen' loting of andere combinaties van spelregels.;;;;Woonruimteverdeling
PUBLICATIEMODEL;OPT;Optiemodel;Woningzoekenden kunnen zichzelf op een wachtlijst zetten voor een cluster van vastgoed. Zodra een eenheid vrijkomt krijgt de woningzoekende met de hoogste positie de eenheid aangeboden.;;;;Woonruimteverdeling
PUBLICATIEMODEL;VRI;Vrijesectormodel;Vastgoed wordt regelvrij aangeboden aan alle woningzoekenden. Deze kunnen vervolgens hun interesse aangeven voor het vastgoed. Voor het betrekken van de woning kunnen overigens wel degelijk eisen gesteld worden (bijv. minimaal inkomen.);;;;Woonruimteverdeling
PUBLICATIEMODEL;WON;Woningruilmodel;Woningzoekenden kunnen onderling eenheden ruilen.;;;;Woonruimteverdeling
PUBLICATIEMODULE;KOO;Koop;VERVALLEN;;1-1-2022;;Woonruimteverdeling
PUBLICATIEMODULE;SOC;Sociale huur;VERVALLEN;;1-1-2022;;Woonruimteverdeling
PUBLICATIEMODULE;VRI;Vrije sector;VERVALLEN;;1-1-2022;;Woonruimteverdeling
PUBLICATIESTATUS;AAN;In aanbieding;Het gepubliceerde vastgoed is in aanbieding.;;;;Woonruimteverdeling
PUBLICATIESTATUS;AFG;Afgerond;De publicatie van het vastgoed is afgerond.;;;;Woonruimteverdeling
PUBLICATIESTATUS;GEP;Gepubliceerd;Het beschikbaar vastgoed is gepubliceerd.;;;;Woonruimteverdeling
PUBLICATIESTATUS;GER;Gereed voor publicatie;De publicatie van beschikbaar vastgoed is gereed voor publicatie.;;;;Woonruimteverdeling
PUBLICATIESTATUS;ING;Ingetrokken;De publicatie van het vastgoed is ingetrokken.;;;;Woonruimteverdeling
PUBLICATIESTATUS;VOO;In voorbereiding;De publicatie van beschikbaar vastgoed is in voorbereiding.;;;;Woonruimteverdeling
PUNTENBEREKENINGSOORT;INT;Intrekken gebeurtenis of sanctie;;;;;Woonruimteverdeling
PUNTENBEREKENINGSOORT;ITO;Intrekken toewijzing;Intrekken toewijzing van de eenheid.;16-3-2023;;;Woonruimteverdeling
PUNTENBEREKENINGSOORT;KOP;Koppelen inschrijving;;;;;Woonruimteverdeling
PUNTENBEREKENINGSOORT;MAA;Maandelijkse herberekening;;;;;Woonruimteverdeling
PUNTENBEREKENINGSOORT;NIE;Nieuwe inschrijving;;;;;Woonruimteverdeling
PUNTENMUTATIESOORT;ITO;Intrekken toewijzing;Intrekken toewijzing van de eenheid.;16-3-2023;;;Woonruimteverdeling
PUNTENMUTATIESOORT;PAS;Puntenafbouw situatiepunten;Puntenafbouw situatiepunten;;;;Woonruimteverdeling
PUNTENMUTATIESOORT;PAT;Puntenafbouw startpunten;Puntenafbouw startpunten;;;;Woonruimteverdeling
PUNTENMUTATIESOORT;PAZ;Puntenafbouw zoekpunten;Puntenafbouw zoekpunten;;;;Woonruimteverdeling
PUNTENMUTATIESOORT;PSI;Puntenopbouw situatiepunten;Puntenopbouw situatiepunten;;;;Woonruimteverdeling
PUNTENMUTATIESOORT;PST;Puntenopbouw startpunten;Puntenopbouw startpunten;;;;Woonruimteverdeling
PUNTENMUTATIESOORT;PZO;Puntenopbouw zoekpunten;Puntenopbouw zoekpunten;;;;Woonruimteverdeling
PUNTENMUTATIESOORT;SMI;Milde sanctie;Milde sanctie;;;;Woonruimteverdeling
PUNTENMUTATIESOORT;SNS;No-show sanctie;No-show sanctie;;;;Woonruimteverdeling
PUNTENMUTATIESOORT;SZW;Zware sanctie;Zware sanctie;;;;Woonruimteverdeling
PUNTENMUTATIESOORT;TSM;Terugdraaien milde sanctie;Terugdraaien milde sanctie;;;;Woonruimteverdeling
PUNTENMUTATIESOORT;TSN;Terugdraaien no-show sanctie;Terugdraaien no-show sanctie;;;;Woonruimteverdeling
PUNTENMUTATIESOORT;TSZ;Terugdraaien zware sanctie;Terugdraaien zware sanctie;;;;Woonruimteverdeling
RECLAMATIESOORT;BEZ;Bezwaar;Een ingediend bezwaar over de uitvoering van de corporatie van het woonruimteverdeelproces.;16-3-2023;;;Woonruimteverdeling
RECLAMATIESOORT;KLA;Klacht;Een klacht over de uitvoering van de corporatie van het woonruimteverdeelproces.;16-3-2023;;;Woonruimteverdeling
RECLAMATIESTATUS;AFG;Afgewezen;De reclamatie is afgewezen door commissie.;16-3-2023;;;Woonruimteverdeling
RECLAMATIESTATUS;BER;In beroep;De reclamatie is in beroep gegaan door de woningzoekende.;16-3-2023;;;Woonruimteverdeling
RECLAMATIESTATUS;INB;In behandeling;De reclamatie is in behandeling genomen door de commissie.;16-3-2023;;;Woonruimteverdeling
RECLAMATIESTATUS;ING;Ingediend;De reclamatie is ingediend door de woningzoekende.;16-3-2023;;;Woonruimteverdeling
RECLAMATIESTATUS;TOE;Toegekend;De reclamatie is toegekend door de comissie.;16-3-2023;;;Woonruimteverdeling
REDENONTBINDING;BET;Niet betaald;Het verschuldigde bedrag van de overeenkomst is niet voldaan.;;;;Overeenkomsten
REDENONTBINDING;WAN;Wanprestatie;De overeenkomst wordt ontbonden omdat contractant tekortschiet in het nakomen van de afspraken.;;;;Overeenkomsten
REDENOPZEGGING;ACC;Woning geaccepteerd;De overeenkomst is opgezegd in verband met het accepteren van een (andere) woning.;;;;Overeenkomsten
REDENOPZEGGING;COR;Op verzoek corporatie;De overeenkomst is beeindigd door de woningcorporatie of vastgoedeigenaar.;;;;Overeenkomsten
REDENOPZEGGING;INB;Inschrijfkosten niet betaald;Inschrijfkosten niet betaald;;;;Overeenkomsten
REDENOPZEGGING;OPZ;Opzegging woonconsument;De overeenkomst is opgezegd, geannuleerd of beeindigd op verzoek van de woonconsument.;;;;Overeenkomsten
REDENOPZEGGING;OVE;Overleden;De contractant is overleden.;;;;Overeenkomsten
REDENOPZEGGING;SAM;Samengevoegd;De overeenkomst is samengevoegd of ontdubbeld in verband met overlap met een andere overeenkomst voor dezelfde contractant.;;;;Overeenkomsten
REDENOPZEGGING;VER;Niet verlengd;De einddatum van de overeenkomst (met een optie op verlenging) is bereikt en er is geen bevestiging van een verlenging ontvangen.;;;;Overeenkomsten
REDENVERNIETIGING;DRE;Bedreiging;De overeenkomst is nietig aangezien deze tot stand is gekomen onder bedreiging.;;;;Overeenkomsten
REDENVERNIETIGING;DRO;Bedrog;De overeenkomst is nietig aangezien deze tot stand is gekomen  door bedrog.;;;;Overeenkomsten
REDENVERNIETIGING;DWA;Dwaling;De overeenkomst is nietig aangezien deze tot stand is gekomen als het gevolg van dwaling.;;;;Overeenkomsten
REDENVERNIETIGING;MIS;Misbruik;De overeenkomst is nietig aangezien deze tot stand is gekomen door misbruik van omstandigheden.;;;;Overeenkomsten
REGIESOORT;BOU;Bouwteam;De aannemende partij wordt al tijdens de ontwerpfase bij het project betrokken. Deze aanpak zorgt ervoor dat uitvoerende expertise reeds in een vroeg stadium van het bouwproject beschikbaar is: de aannemer heeft meer verantwoordelijkheid en draagt actief bij aan het verfijnen van het ontwerp (bron: https://www.igg.nl/diensten/bouworganisatievormen/).Wordt ook wel een twee-fasen-contract genoemd, omdat er sprake is van een bouwteamfase en daarna een realisatiefase.;;;;Projectontwikkeling
REGIESOORT;TRA;Traditioneel;Bij traditionele bouworganisatievormen zijn ontwerp en uitvoering gescheiden. De opdrachtgever heeft zowel met de ontwerper als de met de aannemer een aparte contractuele relatie en het proces is sequentieel ingedeeld, waardoor deze organisatievorm doorgaans relatief eenvoudig is (bron: https://www.igg.nl/diensten/bouworganisatievormen/);;;;Projectontwikkeling
REGIESOORT;TUR;Turnkey;Bij Turn-Key bouwprojecten is de opdrachtgever meestal alleen betrokken bij het opstellen van het Programma van Eisen. Het PvE wordt vervolgens overgedragen aan één opdrachtnemer die de verantwoordelijkheid krijgt voor het gehele resultaat en zorgt dat alles conform de wensen van de opdrachtgever wordt opgeleverd (bron: https://www.igg.nl/diensten/bouworganisatievormen/).;;;;Projectontwikkeling
REGISTRATIESTATUS;BEE;Beëindigd;VERVALLEN;;1-1-2022;;Relaties
REGISTRATIESTATUS;GEA;Geactiveerd;VERVALLEN;;1-1-2022;;Relaties
REGISTRATIESTATUS;GER;Geregistreerd;VERVALLEN;;1-1-2022;;Relaties
RELATIEADRESSOORT;BEZ;Bezoekadres;;;;;Relaties
RELATIEADRESSOORT;FAC;Factuuradres;;;;;Relaties
RELATIEADRESSOORT;LEV;Leveringsadres;Het adres waar eventuele goederen afgeleverd of bezorgd dienen te worden.;;;;Relaties
RELATIEADRESSOORT;POS;Postadres;;;;;Relaties
RELATIEADRESSOORT;WOO;Woonadres;;;;;Relaties
RELATIEDETAILSOORT;HUI;Huishouden;Een huishouden bestaat uit één of meer personen die op hetzelfde adres wonen en een economisch-consumptieve eenheid vormen. (CORA);;;RELATIESOORT.GRO;Relaties
RELATIEROLSOORT;AAN;Aanvrager;VERVALLEN - Gebruik Woningzoekende.;;1-1-2022;;Relaties
RELATIEROLSOORT;AFW;Afwijkende betaler;VERVALLEN - Gebruik Relatiesoort BET.;;1-1-2022;;Relaties
RELATIEROLSOORT;AMA;Aankopende makelaar;Makelaar die namens de aankopende partij optreedt;;;;Relaties
RELATIEROLSOORT;AMB;Ambulante begeleider;De ambulant begeleider helpt mensen om regie te voeren over hun eigen leven en zo veel mogelijk zelfstandig te functioneren.;1-1-2024;;;Relaties
RELATIEROLSOORT;ASS;Assetmanager;De assetmanager voor het betreffende vastgoed;;;;Relaties
RELATIEROLSOORT;BED;Behandelaar;De behandelaar (van een specifieke actie, zaak of taak). Dit is meestal een medewerker van de corporatie maar kan ook een externe behandelaar zijn;;;;Relaties
RELATIEROLSOORT;BEH;Beheerder;De beheerder van een eenheid of cluster;;;;Relaties
RELATIEROLSOORT;BES;Bestuur;VERVALLEN - Gebruik Bestuurslid.;;1-1-2022;;Relaties
RELATIEROLSOORT;BET;Betaler;Betaler, vooral van belang als de betaler een andere relatie is dan de huurder of contractant. Iemand anders betaalt dan namens de huurder, vanaf een eigen bankrekening. Zie ook Bewindvoerder (die vanaf de rekening van de huurder betaalt).;;;;Relaties
RELATIEROLSOORT;BEW;Bewoner;Persoon die volgens het GBA een verblijfseenheid/woning stelselmatig bewoont (CORA). Als de bewoner ook de huurder is, dan ook ook Huurder worden gebruikt.Zie ook Gebruiker.;;;;Relaties
RELATIEROLSOORT;BSL;Bestuurslid;Iemand die deel uitmaakt van een bestuur, bijvoorbeeld van een VvE of bewonersvereniging, en daarin de rol van Algemeen bestuurslid heeft. Voor bestuursleden met de rol van Voorzitter, Secretaris en Penningmeester zijn afzonderlijke relatierolsoorten beschikbaar;;;;Relaties
RELATIEROLSOORT;BUD;Budgetcoach;Synoniem: budgetbeheerder. De relatie is budgetcoach van een andere relatie zonder rechterlijke beschikking en voert financieel beheer voor deze relatie uit. Voor het financieel beheer wordt een aparte beheerrekening geopend waarvan betalingen voor de vaste lasten worden uitgevoerd door budgetcoach.;;;;Relaties
RELATIEROLSOORT;BWI;Bewindvoerder;De relatie is bewindvoerder van een andere relatie, bijvoorbeeld in het kader van de WSNP (Huurder Jansen staat onder bewindvoering van meneer Karelse). De bewindvoerder betaalt vanaf de bankrekening van de huurder. Zie ook Betaler (namens een huurder betaalt, maar vanaf een eigen bankrekening);;;;Relaties
RELATIEROLSOORT;COL;Wooncoöperatie-lid;Lid van een wooncoöperatie. Niet te verwarren met de relatierolsoort Wooncoöperatie (rechtspersoon). Let op dat voor bestuursleden afzonderlijke relatierolsoorten beschikbaar zijn: Bestuurslid, Voorzitter, Penningmeester, Secretaris.;;;;Relaties
RELATIEROLSOORT;CON;Contractant;VERVALLEN - Gebruik Huurder, Eigenaar, Woningzoekende of Leverancier.;;1-1-2022;;Relaties
RELATIEROLSOORT;COO;Wooncoöperatie;Een wooncoöperatie is een vereniging waarvan de leden tevens eigenaren zijn en die voorziet in bepaalde materiële behoefte van de deelnemers.De wooncoöperatie is de meest verregaande vorm van zelforganisatie waarin bewoners voor het onderhoud en beheer van hun woningen zelf verantwoordelijk zijn. Sinds 1 juli 2015 maakt de wooncoöperatie deel uit van de Woningwet: Groepen met interesse kunnen ondersteuning krijgen bij het opstellen van een plan en dat indienen bij hun corporatie. Er zijn daarnaast steeds meer groepen die zelf een stuk grond willen bebouwen en de woningen aan hun leden willen verhure (CORA).  Niet te verwarren met de relatierolsoort Wooncoöperatie-lid;;;;Relaties
RELATIEROLSOORT;CPE;Contactpersoon;Een contactpersoon is een natuurlijke persoon die één of meer relaties, eenheden, of clusters vertegenwoordigt;;;;Relaties
RELATIEROLSOORT;DEU;Deurwaarder;De relatie is de deurwaarder van een andere relatie.  (Huurder Jansen heeft een huurschuld en wordt extern geincasseerd door deurwaarder Karelse);;;;Relaties
RELATIEROLSOORT;EIG;Eigenaar;Een eigenaar van vastgoed kan een VVE-lid zijn indien het eigendom een appartementsrecht betreft. Indien sprake is van bloot eigendom, dan is de eigenaar geen VVE-lid. De eigenaar kan het appartementsrecht of bloot eigendom hebben gekocht van de woningcorporatie (CORA). Bij een koop-/verkooptransactie heeft de eigenaar tevens de rol van verkoper.;;;;Relaties
RELATIEROLSOORT;ERF;Erfpachter;De erfpachter is de persoon of organisatie die eigenaar is van het object waarop de erfpacht rust. De erfpachter betaalt de canon. Erfpacht is overdraagbaar en gaat over met de verkoop van de woning, het appartement of ander onroerend goed (CORA);;;;Relaties
RELATIEROLSOORT;FIA;Fiatteur;De medewerker die verantwoordelijk is voor het goedkeuren van een financiële activiteit;;;;Relaties
RELATIEROLSOORT;GAR;Garantiegever;De garantiegever bij een lening;;;;Relaties
RELATIEROLSOORT;GEB;Gebruiker;Persoon die een eenheid gebruikt, maar niet zozeer bewoont. Vooral van toepassing bij niet-woongelegenheden, zoals BOG en MOG. Als de gebruiker ook de huurder is, dan ook ook Huurder worden gebruikt. Zie ook Bewoner.;;;;Relaties
RELATIEROLSOORT;GEL;Geldnemer;De geldnemer van de lening;;;;Relaties
RELATIEROLSOORT;HME;Huismeester;De huismeester voor het betreffende vastgoed;;;;Relaties
RELATIEROLSOORT;HOO;Hoofdbewoner;VERVALLEN - Gebruik Bewoner.;;1-1-2022;;Relaties
RELATIEROLSOORT;HUI;Huishouden;VERVALLEN - Gebruik Relatiedetailsoort;;1-1-2022;;Relaties
RELATIEROLSOORT;HUU;Huurder;De huurder is een de (rechts)persoon die met de woningcorporatie een huurovereenkomst heeft gesloten en daarmee het exclusief gebruiksrecht heeft verkregen van het vastgoed dat aan de huurder wordt verhuurd en waarvoor de huurder een netto huur betaald (CORA). Synoniem aan het begrip Hoofdhuurder;;;;Relaties
RELATIEROLSOORT;INS;Inspecteur;Medewerker die de inspectie uitvoert;;;;Relaties
RELATIEROLSOORT;KIN;Kind;VERVALLEN - Gebruik Medebewoner;;1-1-2022;;Relaties
RELATIEROLSOORT;KLA;Klant;VERVALLEN - Gebruik Huurder of Woningzoekende.;;1-1-2022;;Relaties
RELATIEROLSOORT;KOP;Koper;De koper verkrijgt het bloot eigendom van de opstal (evt. in combinatie met het bloot eigendom of het pachtrecht van het onderliggende perceel respectievelijk het appartementsrecht) en kan afhankelijk van de regeling op termijn verkoper zijn van de opstal (met verzoek beeindiging van vigerende erfpachtregeling) of het appartementsrecht. Koper wordt dus verkoper indien sprake is van het proces terugkopen eenheid. (CORA). De verkoper is de eigenaar van de eenheid, op het moment van verkoop;;;;Relaties
RELATIEROLSOORT;LEV;Leverancier;Een leverancier is een relatie die diensten of goederen levert, zou kunnen gaan leveren of heeft geleverd aan de woningcorporatie (CORA);;;;Relaties
RELATIEROLSOORT;MBW;Medebewoner;Kinderen of volwassenen die met de hoofdbewoner of hoofdaanvrager een huishouden (willen) vormen.;;;;Relaties
RELATIEROLSOORT;MDH;Medehuurder;Op de huurovereenkomst vermelde medehuurder;;;;Relaties
RELATIEROLSOORT;MDW;Medewerker;Werknemers ingehuurd of in vaste dienst van een woningcorporatie (CORA);;;;Relaties
RELATIEROLSOORT;MED;Mede aanvrager;Een woningzoekende die samen met een andere woningzoekende (de (hoofd)aanvrager) een woning (of ander vastgoed)zoekt.;;;;Relaties
RELATIEROLSOORT;MEL;Melder;De melder van een verzoek of incident. Vaak de initiator van een (werk-)proces.;;;;Relaties
RELATIEROLSOORT;NOT;Notaris;Notaris die een koop-/verkooptransactie formeel bekrachtigt;;;;Relaties
RELATIEROLSOORT;OPD;Opdrachtgever;Opdrachtgevende partij;;;;Relaties
RELATIEROLSOORT;OPN;Opdrachtnemer;Opdrachtnemende partij;;;;Relaties
RELATIEROLSOORT;OPZ;Opzichter;De opzichter voor het betreffende vastgoed;;;;Relaties
RELATIEROLSOORT;OWI;Onderwijsinstelling;;;;;Relaties
RELATIEROLSOORT;PEN;Penningmeester;Iemand die deel uitmaakt van een bestuur, bijvoorbeeld van een VvE of bewonersvereniging, en daarin de rol van Penningmeester heeft;;;;Relaties
RELATIEROLSOORT;PRO;Prospect;Een prospect is een relatie die belangstelling heeft om een dienst of product van de woningcorporatie af te nemen. Gebruik eventueel Woningzoekende om meer concreet te zijn.;;;;Relaties
RELATIEROLSOORT;SEC;Secretaris;Iemand die deel uitmaakt van een bestuur, bijvoorbeeld van een VvE of bewonersvereniging, en daarin de rol van Secretaris heeft;;;;Relaties
RELATIEROLSOORT;TEA;Team;VERVALLEN;;1-1-2022;;Relaties
RELATIEROLSOORT;VER;Verkoper;Verkopende partij;;;;Relaties
RELATIEROLSOORT;VMA;Verkopende makelaar;Makelaar die namens de verkopende partij optreedt;;;;Relaties
RELATIEROLSOORT;VOL;Overige volwassenen;VERVALLEN - Gebruik Medebewoner.;;1-1-2022;;Relaties
RELATIEROLSOORT;VOO;Voorzitter;Iemand die deel uitmaakt van een bestuur, bijvoorbeeld van een VvE of bewonersvereniging, en daarin de rol van Voorzitter heeft;;;;Relaties
RELATIEROLSOORT;VVE;Vereniging van Eigenaren;Dit is de vereniging die is ontstaan na een (onder)splitsing en als vereniging verantwoordelijk is voor het beheer van de collectieve delen van het vastgoed zoals die in de splitsingsakte zijn beschreven. Een vereniging van Eigenaren kan weer zelf lid zijn van een andere vereniging van Eigenaren indien sprake is van een hoofd- en ondersplitsing (CORA).Niet te verwarren met de relatierolsoort VvE-lid;;;;Relaties
RELATIEROLSOORT;VVL;VvE-lid;Een eigenaar van een appartementsrecht is vanuit die hoedanigheid altijd lid van de rechtspersoon VvE. Een VvE-lid kan een natuurlijk persoon of een rechtspersoon zijn.  (CORA). Niet te verwarren met de relatierolsoort VvE (rechtspersoon). Let op dat voor bestuursleden afzonderlijke relatierolsoorten beschikbaar zijn: Bestuurslid, Voorzitter, Penningmeester, Secretaris.;;;;Relaties
RELATIEROLSOORT;WON;Woningzoekende;Een woningzoekende is een persoon die zich heeft gemeld/ingeschreven met de intentie (met het nog te vormen) huishouden te verhuizen naar een andere woning en daarvoor woonwensen kenbaar heeft gemaakt en graag in aanmerking komt voor passend vrijkomend woningaanbod. Zodra de woningzoekende dient te betalen voor de inschrijving, is sprake van een klantrelatie. Synoniem aan Hoofdaanvrager;;;;Relaties
RELATIEROLSOORT;WOO;Woonconsulent;De woonconsulent voor het betreffende vastgoed;;;;Relaties
RELATIEROLSOORT;ZEK;Zekerheidsnemer;De relatie aan wie de zekerheid op de eenheid is verleend bij een eventuele zekerheidsverpanding;;;;Relaties
RELATIESOORT;GRO;Relatiegroep;Een verzameling relaties (bijvoorbeeld een huishouden);;;;Relaties
RELATIESOORT;NAT;Natuurlijke persoon;Een natuurlijk persoon is iemand, een mens van vlees en bloed, die rechten en plichten heeft.;;;;Relaties
RELATIESOORT;REC;Rechtspersoon;Een rechtspersoon is een juridische constructie waardoor een abstracte entiteit of organisatie op kan treden als een volwaardig en handelingsbekwaam persoon in het rechtsverkeer behept met rechten en plichten zoals een natuurlijk persoon dat kan doen.;;;;Relaties
RELATIESTATUS;ACT;Actief;De relatie is een actieve relatie;11-11-2022;;;Relaties
RELATIESTATUS;INA;Inactief;De relatie is niet (meer) actief;11-11-2022;;;Relaties
RELATIESTATUS;SLA;Slapend;De relatie betreft een VvE (rechtspersoon) die een slapende status heeft;11-11-2022;;;Relaties
RENTESOORT;VAR;Variabel;;;;;Financiën
RENTESOORT;VST;Vast;;;;;Financiën
RUIMTEDETAILSOORT;ATR;Atrium / Patio;Niet overdekt atrium of patio;24-4-2023;;RUIMTESOORT.BTR;Vastgoed
RUIMTEDETAILSOORT;ATU;Achtertuin;;24-4-2023;;RUIMTESOORT.BTR;Vastgoed
RUIMTEDETAILSOORT;BAD;Badkamer;Vertrek: voor een sanitaire ruimte in een woning, dat wil zeggen een ruimte die speciaal is ingericht voor lichaamsverzorging.;24-4-2023;;RUIMTESOORT.VTK;Vastgoed
RUIMTEDETAILSOORT;BAL;Balkon;Een balkon.;24-4-2023;;RUIMTESOORT.BTR;Vastgoed
RUIMTEDETAILSOORT;BAT;Badkamer met toilet;Gecombineerde badkamer/toilet;24-4-2023;;RUIMTESOORT.VTK;Vastgoed
RUIMTEDETAILSOORT;BER;Berging;Berging voor eigen gebruik, overige ruimte;24-4-2023;;RUIMTESOORT.OVR;Vastgoed
RUIMTEDETAILSOORT;BIJ;Bijkeuken;Overige ruimte: grenzend aan de eigenlijke keuken die voor ondersteunende huishoudelijke handelingen gebruikt wordt, zoals wassen, drogen en strijken, maar ook voor het opbergen en bewaren van (etens)voorraden en schoonmaakspullen.;24-4-2023;;RUIMTESOORT.OVR;Vastgoed
RUIMTEDETAILSOORT;CAR;Carport;;24-4-2023;;RUIMTESOORT.BTR;Vastgoed
RUIMTEDETAILSOORT;DAK;Dakterras;Een dakterras.;24-4-2023;;RUIMTESOORT.BTR;Vastgoed
RUIMTEDETAILSOORT;GAK;Gemeenschappelijk dakterras;Buitenruimte: een gemeenschappelijk dakterras;12-01-2024;;RUIMTESOORT.BTR;Vastgoed
RUIMTEDETAILSOORT;DOU;Doucheruimte;Vertrek: sanitaire ruimte met een douche.;24-4-2023;;RUIMTESOORT.VTK;Vastgoed
RUIMTEDETAILSOORT;GAN;Gang;Ruimte : is een betrekkelijk smalle en lange ruimte omgeven door muren en afgedekt door een plafond of zoldering, in een gebouw, als verbinding van vertrekken waarvan de deuren erop uitkomen.;24-4-2023;;RUIMTESOORT.OVR;Vastgoed
